Date,Open,High,Low,Close,Adj Close,Volume,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,31.376708984375,42978900,2.670001983642578,-1.4500007629394531,28.355714525495255,27.84928580692836,29.472857066563197,1.7102421512036148,3.1054934969726427
2012-06-19,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,31.876178741455078,30849000,1.4799995422363281,-0.3699989318847656,29.042857306344168,28.11500004359654,29.171904700142996,2.053474252078649,2.451855408928722
2012-06-20,31.920000076293945,31.93000030517578,31.149999618530273,31.600000381469727,31.56650733947754,15553600,0.7800006866455078,0.31999969482421875,29.698571613856725,28.257857186453684,29.056190490722656,2.028845445955122,2.2610316687093404
2012-06-21,31.670000076293945,32.5,31.510000228881836,31.84000015258789,31.80625343322754,21875300,0.9899997711181641,-0.1700000762939453,30.332857404436385,28.55214296068464,29.096190497988747,1.8789774161012638,2.304158034413667
2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,33.01496887207031,74834000,1.3899993896484375,-0.6399993896484375,31.15857151576451,28.99142864772252,29.146190461658296,1.5498643644204078,2.3804503665120254
2012-06-25,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,32.02602005004883,24352900,1.470001220703125,0.7999992370605469,31.69714300973075,29.433571543012345,29.10000010899135,0.9097564700975128,2.30967964669201
2012-06-26,32.689998626708984,33.439998626708984,32.5,33.099998474121094,33.06491470336914,24858700,0.9399986267089844,-0.4099998474121094,32.138571330479216,29.882857186453684,29.156666710263206,0.6737310249391443,2.3950872282684057
2012-06-27,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,32.195838928222656,28568000,1.0000019073486328,0.22999954223632812,32.25571414402553,30.305714334760392,29.31809525262742,0.5923071562965968,2.4852234401310502
2012-06-28,31.959999084472656,32.189998626708984,30.899999618530273,31.360000610351562,31.326763153076172,17713300,1.289999008178711,0.5999984741210938,32.177142824445454,30.61000006539481,29.469047637212846,0.6763303923996615,2.5094319244873056
2012-06-29,31.920000076293945,31.989999771118164,30.760000228881836,31.100000381469727,31.06703758239746,19526900,1.2299995422363281,0.8199996948242188,32.10571425301688,30.902142933436803,29.540476208641415,0.767676684913895,2.534567882779519
2012-07-02,31.25,31.729999542236328,30.549999237060547,30.770000457763672,30.73738670349121,14122000,1.1800003051757812,0.4799995422363281,31.952857153756277,31.14285727909633,29.685714358375186,0.9206822891624735,2.5123226731289456
2012-07-03,30.90999984741211,31.440000534057617,30.799999237060547,31.200000762939453,31.166933059692383,8763600,0.6400012969970703,-0.29000091552734375,31.688571657453263,31.423571586608887,29.890476317632768,0.8124119947014078,2.4483431573461614
2012-07-05,31.31999969482422,31.6299991607666,31.020000457763672,31.469999313354492,31.4366455078125,10032100,0.6099987030029297,-0.14999961853027344,31.604285648890905,31.650714329310826,30.157142911638534,0.7979311177382654,2.2882856205525046
2012-07-06,31.440000534057617,31.899999618530273,31.260000228881836,31.729999542236328,31.696369171142578,10945600,0.6399993896484375,-0.28999900817871094,31.40857151576451,31.77357142312186,30.391428629557293,0.4709358388737457,2.177646029648313
2012-07-09,32.099998474121094,32.880001068115234,31.989999771118164,32.16999816894531,32.135902404785156,17785200,0.8900012969970703,-0.06999969482421875,31.39999989100865,31.82785701751709,30.670476186843146,0.453724516687229,1.9964076722193131
2012-07-10,32.43000030517578,32.47999954223633,31.15999984741211,31.469999313354492,31.4366455078125,14269500,1.3199996948242188,0.9600009918212891,31.415713991437638,31.796428407941544,30.878571374075754,0.4540130446488619,1.826122064390213
2012-07-11,31.479999542236328,31.559999465942383,30.549999237060547,30.969999313354492,30.93717384338379,13030300,1.010000228881836,0.5100002288818359,31.39714241027832,31.7514283316476,31.067142759050643,0.4714055638231389,1.5967186623173637
2012-07-12,30.700000762939453,31.399999618530273,30.600000381469727,30.809999465942383,30.77734375,11300700,0.7999992370605469,-0.10999870300292969,31.40285655430385,31.677856854030065,31.229523704165505,0.4626986928168345,1.3611516189225898
2012-07-13,31.040000915527344,31.06999969482422,30.559999465942383,30.719999313354492,30.68743896484375,8108300,0.5100002288818359,0.32000160217285156,31.334284918648855,31.51142828805106,31.393809363955544,0.5286412672942039,1.0263936871805337
2012-07-16,30.5,30.5,28.209999084472656,28.25,28.22005844116211,24672100,2.2900009155273438,2.25,30.874285016741073,31.23928533281599,31.39190455845424,1.2708242227721613,1.032460998296724
2012-07-17,28.479999542236328,28.59000015258789,27.149999618530273,28.09000015258789,28.06022834777832,30438600,1.4400005340576172,0.3899993896484375,30.354285103934153,30.88142830984933,31.300475983392623,1.5714728082004958,1.227535834881659
2012-07-18,28.309999465942383,29.290000915527344,28.149999618530273,29.110000610351562,29.079147338867188,16841800,1.1400012969970703,-0.8000011444091797,29.917142595563615,30.658571243286133,31.190952210199264,1.3982689106908694,1.3166466269788775
2012-07-19,29.40999984741211,29.5,28.6299991607666,29.0,28.969263076782227,13685100,0.8700008392333984,0.4099998474121094,29.56428555079869,30.489999771118164,31.052380788893927,1.2442645468947395,1.3883653351088556
2012-07-20,29.0,29.469999313354492,28.719999313354492,28.760000228881836,28.729516983032227,11869100,0.75,0.23999977111816406,29.248571395874023,30.322856903076172,30.91714268638974,1.100172810624809,1.468370036071278
2012-07-23,28.1200008392334,29.0,28.010000228881836,28.75,28.719528198242188,12390700,0.9899997711181641,-0.6299991607666016,28.954285757882253,30.178571156093053,30.769999821980793,0.8628024919912004,1.5249980541531563
2012-07-24,28.81999969482422,29.450000762939453,28.100000381469727,28.450000762939453,28.41984748840332,11539800,1.3500003814697266,0.3699989318847656,28.630000250680105,29.98214258466448,30.550952275594074,0.3801316013334319,1.5114357615437712
2012-07-25,28.389999389648438,29.489999771118164,28.079999923706055,29.34000015258789,29.308902740478516,17230200,1.4099998474121094,-0.9500007629394531,28.785714558192662,29.829999787466868,30.421428407941544,0.4197164235602478,1.4920729206760655
2012-07-26,27.75,28.229999542236328,26.729999542236328,26.850000381469727,26.821542739868164,64597400,1.5,0.8999996185302734,28.60857173374721,29.481428418840682,30.123809451148624,0.8266685183382962,1.553156055405228
2012-07-27,23.190000534057617,24.540000915527344,22.280000686645508,23.709999084472656,23.68486976623535,123102300,2.260000228881836,-0.5199985504150391,27.837142944335938,28.877142769949778,29.718095143636067,1.986586329916642,2.018540503470195
2012-07-30,24.0,24.040000915527344,23.030000686645508,23.149999618530273,23.125463485717773,29285900,1.010000228881836,0.8500003814697266,27.001428604125977,28.28285707746233,29.3271427154541,2.5627881396693373,2.4364361342455667
2012-07-31,23.3700008392334,23.3700008392334,21.610000610351562,21.709999084472656,21.686988830566406,56179400,1.760000228881836,1.6600017547607422,25.994285583496094,27.62142848968506,28.87999979654948,3.087976442241117,2.910357374342048
2012-08-01,21.5,21.579999923706055,20.84000015258789,20.8799991607666,20.857868194580078,44604400,0.7399997711181641,0.6200008392333984,24.869999749319895,26.912142753601074,28.409047353835334,3.339845911038898,3.3553970579620835
2012-08-02,20.770000457763672,20.84000015258789,19.81999969482422,20.040000915527344,20.018760681152344,56374500,1.0200004577636719,0.7299995422363281,23.66857119968959,26.14928572518485,27.87761878967285,3.350022184373124,3.7516300656608847
2012-08-03,20.360000610351562,22.15999984741211,19.899999618530273,21.09000015258789,21.06764793395996,80647000,2.260000228881836,-0.7299995422363281,22.489999771118164,25.63785716465541,27.38333311535063,2.3128841953362143,3.934021142815237
2012-08-06,21.389999389648438,22.149999618530273,21.299999237060547,21.920000076293945,21.896766662597656,27778900,0.8500003814697266,-0.5300006866455078,21.78571401323591,25.19714287349156,26.91619028363909,1.28710043215746,3.9743067004307173
2012-08-07,22.200000762939453,22.450000762939453,20.5,20.719999313354492,20.69803810119629,36782900,1.9500007629394531,1.480001449584961,21.358571188790457,24.597857066563197,26.37095224289667,1.0079255076303664,4.002808921768406
2012-08-08,20.709999084472656,21.149999618530273,20.219999313354492,20.719999313354492,20.69803810119629,29537400,0.9300003051757812,-0.010000228881835938,21.01142828805106,24.006428446088517,25.859047480991908,0.6390727449559248,4.005493709135338
2012-08-09,20.75,21.170000076293945,20.610000610351562,21.010000228881836,20.98773193359375,15610700,0.5599994659423828,-0.26000022888183594,20.911428451538086,23.45285701751709,25.384761810302734,0.5616174484905986,3.9594642494476338
2012-08-10,21.40999984741211,21.81999969482422,21.1299991607666,21.809999465942383,21.786882400512695,25794700,0.6900005340576172,-0.39999961853027344,21.04428563799177,22.957142693655832,24.956190381731307,0.655155171741395,3.8277651586429746
2012-08-13,22.149999618530273,22.450000762939453,21.399999618530273,21.600000381469727,21.577106475830078,24973100,1.0500011444091797,0.5499992370605469,21.267142704554967,22.46785695212228,24.52190471830822,0.5046358360045747,3.6545694365100427
2012-08-14,21.40999984741211,21.600000381469727,20.25,20.3799991607666,20.3583984375,39308800,1.3500003814697266,1.0300006866455078,21.165713991437638,21.827856881277903,24.14714277358282,0.6071207538504642,3.656671066176082
2012-08-15,20.639999389648438,21.40999984741211,20.399999618530273,21.200000762939453,21.17753028869629,47861100,1.010000228881836,-0.5600013732910156,21.062856946672714,21.42428547995431,23.819047564551944,0.5114920562797116,3.593771081009065
2012-08-16,20.440000534057617,20.479999542236328,19.690000534057617,19.8700008392334,19.848939895629883,157565300,0.7899990081787109,0.5699996948242188,20.941428593226842,21.14999989100865,23.37904757545108,0.6796917393213598,3.477348111429527
2012-08-17,20.010000228881836,20.079999923706055,19.0,19.049999237060547,19.029808044433594,129293400,1.0799999237060547,0.9600009918212891,20.702857153756277,20.85714272090367,22.905238015311106,0.9917950833611121,3.3486575342474807
2012-08-20,19.049999237060547,20.1299991607666,18.75,20.010000228881836,19.988792419433594,101186600,1.3799991607666016,-0.9600009918212891,20.560000010899135,20.735714231218612,22.488571348644438,1.0119948642135332,3.1203242905395823
2012-08-21,19.579999923706055,19.979999542236328,19.09000015258789,19.15999984741211,19.139692306518555,70640600,0.8899993896484375,0.4200000762939453,20.18142863682338,20.612857137407577,22.031904674711683,0.960823384259173,2.848007545396689
2012-08-22,19.360000610351562,19.530000686645508,18.959999084472656,19.440000534057617,19.419395446777344,49892200,0.5700016021728516,-0.07999992370605469,19.872857230050222,20.569999967302596,21.602857044764928,0.7538727898604252,2.4888072444980835
2012-08-23,19.5,19.729999542236328,19.360000610351562,19.440000534057617,19.419395446777344,32813700,0.3699989318847656,0.05999946594238281,19.73857171194894,20.45214285169329,21.13142849150158,0.7318798715778033,1.7892827099542974
2012-08-24,19.520000457763672,19.68000030517578,19.25,19.40999984741211,19.389427185058594,29622200,0.43000030517578125,0.1100006103515625,19.482857295445033,20.272857121058873,20.777142751784552,0.3484117386931573,1.2580941607463638
2012-08-27,19.489999771118164,19.530000686645508,19.100000381469727,19.149999618530273,19.129703521728516,20704000,0.43000030517578125,0.3400001525878906,19.37999997820173,20.160714285714285,20.55999992007301,0.320208565772841,1.1115708627287753
2012-08-28,19.100000381469727,19.3799991607666,18.950000762939453,19.34000015258789,19.319501876831055,25417000,0.42999839782714844,-0.23999977111816406,19.421428680419922,20.0621429170881,20.378571374075754,0.28748515581643946,0.9695579917841587
2012-08-29,19.31999969482422,19.3799991607666,19.06999969482422,19.100000381469727,19.079755783081055,16124700,0.3099994659423828,0.2199993133544922,19.29142870221819,19.925714356558665,20.254285721551803,0.14971417894822267,0.9575623382287447
2012-08-30,19.270000457763672,19.450000762939453,19.059999465942383,19.09000015258789,19.069766998291016,30647500,0.3900012969970703,0.18000030517578125,19.281428745814733,19.731428691319056,20.169047673543293,0.16180540529850163,0.9785187833805561
2012-08-31,18.68000030517578,18.700000762939453,18.030000686645508,18.059999465942383,18.040857315063477,58764200,0.6700000762939453,0.6200008392333984,19.084285736083984,19.478571483067103,20.074761890229723,0.4746530039242612,1.0815434683165837
2012-09-04,18.079999923706055,18.270000457763672,17.549999237060547,17.729999542236328,17.71120834350586,46622400,0.720001220703125,0.35000038146972656,18.839999880109513,19.289285796029226,19.914761861165363,0.6635261695606122,1.168852578836702
2012-09-05,18.270000457763672,18.75,18.18000030517578,18.579999923706055,18.560306549072266,60781800,0.5699996948242188,-0.3099994659423828,18.72142846243722,19.102142878941127,19.755714234851656,0.6172368012810271,1.1080098613095832
2012-09-06,18.739999771118164,19.260000228881836,18.719999313354492,18.959999084472656,18.939903259277344,46066500,0.5400009155273438,-0.2199993133544922,18.694285529000418,19.037142753601074,19.671904700142996,0.5991623523926779,1.0979419188380444
2012-09-07,19.100000381469727,19.420000076293945,18.780000686645508,18.979999542236328,18.959882736206055,36371700,0.6399993896484375,0.12000083923339844,18.64285687037877,19.032142775399343,19.589047568184988,0.5477444539350557,1.0804070571198556
2012-09-10,19.059999465942383,19.200000762939453,18.549999237060547,18.809999465942383,18.790063858032227,24797800,0.6500015258789062,0.25,18.601428168160574,18.946428435189382,19.484285627092635,0.5175400172686272,1.0417034441918642
2012-09-11,18.920000076293945,19.579999923706055,18.850000381469727,19.43000030517578,19.409406661987305,50508200,0.7299995422363281,-0.5100002288818359,18.649999618530273,18.9657141821725,19.370952333722794,0.58286661118133,0.8951868577474494
2012-09-12,20.760000228881836,21.15999984741211,20.280000686645508,20.93000030517578,20.90781593322754,121584000,0.8799991607666016,-0.1700000762939453,19.05999973842076,19.07214273725237,19.339047568184988,0.9757051451351089,0.8206031132178887
2012-09-13,20.959999084472656,21.479999542236328,20.610000610351562,20.709999084472656,20.68804931640625,65041600,0.8699989318847656,0.25,19.485713958740234,19.162856919424875,19.35476185026623,0.948417306174186,0.844349794767642
